# omega0=1, alpha=1
# theta0=0.5, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.261581939304108e+01 6.997781433562200e-06 -4.542696436962975e-06
2.270701221317431e+01 6.574183003487769e-06 -4.738066215470033e-06
2.279820503330754e+01 6.135287890915047e-06 -4.878774819973896e-06
2.288939785344077e+01 5.685915344332858e-06 -4.968468819352428e-06
2.298059067357400e+01 5.230547793816259e-06 -5.010882147732546e-06
2.307178349370723e+01 4.773324604924447e-06 -5.009798832336679e-06
2.316297631384046e+01 4.318039101859439e-06 -4.969018572032752e-06
2.325416913397369e+01 3.868138598586362e-06 -4.892325191524634e-06
2.334536195410692e+01 3.426727175499340e-06 -4.783457971106194e-06
2.343655477424015e+01 2.996570940281567e-06 -4.646085829069047e-06
2.352774759437338e+01 2.580105514655920e-06 -4.483784313193038e-06
2.361894041450661e+01 2.179445493556139e-06 -4.300015339234412e-06
2.371013323463984e+01 1.796395629674311e-06 -4.098109597919191e-06
2.380132605477307e+01 1.432463504168160e-06 -3.881251537595446e-06
2.389251887490630e+01 1.088873453357231e-06 -3.652466817332752e-06
2.398371169503953e+01 7.665815313224150e-07 -3.414612114805145e-06
2.407490451517276e+01 4.662912992776955e-07 -3.170367164671619e-06
2.416609733530600e+01 1.884702442436495e-07 -2.922228896284551e-06
2.425729015543923e+01 -6.663335823486925e-08 -2.672507534314623e-06
2.434848297557246e+01 -2.989733099646497e-07 -2.423324522179333e-06
2.443967579570569e+01 -5.086882443202977e-07 -2.176612125896190e-06
2.453086861583892e+01 -6.960844155109513e-07 -1.934114575044085e-06
2.462206143597215e+01 -8.616186565424043e-07 -1.697390597798737e-06
2.471325425610538e+01 -1.005881626531346e-06 -1.467817208402040e-06
2.480444707623861e+01 -1.129581455213948e-06 -1.246594607822479e-06
2.489563989637184e+01 -1.233527879936887e-06 -1.034752061658279e-06
2.498683271650507e+01 -1.318616958202088e-06 -8.331546234219611e-07
2.507802553663830e+01 -1.385816427024686e-06 -6.425105761232177e-07
2.516921835677153e+01 -1.436151769015372e-06 -4.633794704381071e-07
2.526041117690476e+01 -1.470693034263239e-06 -2.961806436222937e-07
2.535160399703799e+01 -1.490542456814770e-06 -1.412021096042488e-07
2.544279681717122e+01 -1.496822894851951e-06 1.390282704412302e-09
2.553398963730445e+01 -1.490667114593594e-06 1.315435190005908e-07
2.562518245743768e+01 -1.473207929497172e-06 2.493080061918344e-07
2.571637527757091e+01 -1.445569198536063e-06 3.548281580100284e-07
2.580756809770414e+01 -1.408857680174674e-06 4.483330544985111e-07
2.589876091783737e+01 -1.364155732161739e-06 5.301272431228883e-07
2.598995373797060e+01 -1.312514841405121e-06 6.005817422259460e-07
2.608114655810383e+01 -1.254949962969890e-06 6.601253006476118e-07
2.617233937823706e+01 -1.192434642641564e-06 7.092359606053287e-07
2.626353219837029e+01 -1.125896893500314e-06 7.484329644167446e-07
2.635472501850352e+01 -1.056215793538983e-06 7.782690393785262e-07
2.644591783863675e+01 -9.842187685040686e-07 7.993230891207974e-07
2.653711065876998e+01 -9.106795218183842e-07 8.121933140598982e-07
2.662830347890321e+01 -8.363165716288740e-07 8.174907781922034e-07
2.671949629903644e+01 -7.617923536833587e-07 8.158334344237393e-07
2.681068911916967e+01 -6.877128478451125e-07 8.078406159254410e-07
2.690188193930290e+01 -6.146276855723576e-07 7.941279966495963e-07
2.699307475943613e+01 -5.430306955889040e-07 7.753030201433111e-07
2.708426757956936e+01 -4.733608452198293e-07 7.519607921506130e-07
2.717546039970259e+01 -4.060035354299440e-07 7.246804292040144e-07
2.726665321983582e+01 -3.412922084507903e-07 6.940218524643246e-07
2.735784603996905e+01 -2.795102279825734e-07 6.605230134672143e-07
2.744903886010228e+01 -2.208929932799573e-07 6.246975361673473e-07
2.754023168023551e+01 -1.656302499452371e-07 5.870327577248376e-07
2.763142450036874e+01 -1.138685619302496e-07 5.479881488417763e-07
2.772261732050197e+01 -6.571391106195193e-08 5.079940931146892e-07
2.781381014063520e+01 -2.123439232964957e-08 4.674510038069438e-07
2.790500296076843e+01 1.953702482042813e-08 4.267287556473693e-07
2.799619578090166e+01 5.659969686844848e-08 3.861664087109889e-07
2.808738860103489e+01 8.998249385881739e-08 3.460722011176152e-07
2.817858142116812e+01 1.197409977411864e-07 3.067237871765855e-07
2.826977424130135e+01 1.459547327345116e-07 2.683686976934527e-07
2.836096706143458e+01 1.687244469214963e-07 2.312249994192851e-07
2.845215988156781e+01 1.881694621997621e-07 1.954821310478287e-07
2.854335270170104e+01 2.044251076804527e-07 1.613018937328356e-07
2.863454552183427e+01 2.176402496468960e-07 1.288195747904519e-07
2.872573834196750e+01 2.279749292761256e-07 9.814518405323920e-08
2.881693116210073e+01 2.355981174937191e-07 6.936478323730515e-08
2.890812398223396e+01 2.406855945853408e-07 4.254188965690350e-08
